train_accuracy_step,epoch,step,valid_loss,valid_accuracy,train_loss,train_accuracy_epoch,test_loss,test_accuracy
0.6640625,28,9049,,,,,,
,28,9076,2.414365530014038,0.42800000309944153,,,,
,28,9076,,,1.1500881910324097,0.6539250016212463,,
0.6796875,29,9099,,,,,,
0.65625,29,9149,,,,,,
0.7578125,29,9199,,,,,,
0.6953125,29,9249,,,,,,
0.609375,29,9299,,,,,,
0.6484375,29,9349,,,,,,
,29,9389,2.4367780685424805,0.4302999973297119,,,,
,29,9389,,,1.0996507406234741,0.6682999730110168,,
,30,9390,,,,,2.437638521194458,0.4336000084877014
